# Hobyah source file, "ok-041-risetime-verification.txt"
# Timestamp & user, "19:55 on 6 Aug 2024 by ecb"
# Project number, "4"
# Project name, "Hobyah documentation images"
# Project description, "Files that generate images used in the documentation"
# 126th line, transient velocity  calc  Mainline1@0 lt:=5 lw:=3 "{/*0.8Forwards airflow, compressible calc}"
# Data file name, "ok-041-risetime-verification-p1-g1-c1.txt"
#
# Hobyah transient QA
# Name of binary, "ok-041-risetime-verification.hbn"
# Source name, "ok-041-risetime-verification.txt"
# Project no., "4"
# Project name, "Hobyah documentation images"
# Description, "Files that generate images used in the documentation"
# Date created, "19:55 on 6 Aug 2024 by ecb"
# Property plotted, velocity
# Property description, air velocity
# Original locator, Mainline1@0
# Modified locator, (1, 0.0)
#
#
#
# X conversion key, null, 1.0
# Y conversion key, "speed1", converting m/s to FPM by dividing by 0.00508
# Auto key, Air velocity in tunnel "mainline1" at 0 m
# Key used, '"{/*0.8Forwards airflow, compressible calc}"'
# Multiplier on the X axis (applied first), 1.0
# Offset added to the X axis (applied second), 0.0
# Multiplier on the Y axis (applied first), 1.0
# Offset added to the Y axis (applied second), 0.0
# X value at which data starts being plotted, -inf
# X value at which data stops being plotted, inf
Time,  Value,  Value,  Plot time,  Plot value
 (s) ,  (m/s),  (FPM),     (s)   ,   (m/s)
0.0,    0.0,    0.0,    0.0,    0.0
0.1,    0.04845851444144956,    9.539077645954636,    0.1,    0.04845851444144956
0.2,    0.04845851820793912,    9.53907838738959,    0.2,    0.04845851820793912
0.3,    0.04845806667889691,    9.538989503719863,    0.3,    0.04845806667889691
0.4,    0.04845798720634248,    9.538973859516235,    0.4,    0.04845798720634248
0.5,    0.048457599842046895,    9.538897606702143,    0.5,    0.048457599842046895
0.6,    0.04845746502069106,    9.538871067065168,    0.6,    0.04845746502069106
0.7,    0.04845712322790197,    9.538803785020074,    0.7,    0.04845712322790197
0.8,    0.04845694939443466,    9.538769565833594,    0.8,    0.04845694939443466
0.9,    0.04845663941313025,    9.538708545891781,    0.9,    0.04845663941313025
1.0,    0.04845643839878131,    9.538668976138053,    1.0,    0.04845643839878131
1.1,    0.04845615030627776,    9.538612265015306,    1.1,    0.04845615030627776
1.2,    0.04845593061629856,    9.538569018956409,    1.2,    0.04845593061629856
1.3,    0.04845565732772982,    9.538515221994059,    1.3,    0.04845565732772982
1.4,    0.04845542501572012,    9.538469491283488,    1.4,    0.04845542501572012
1.5,    0.04845516152762405,    9.53841762354804,    1.5,    0.04845516152762405
1.6,    0.048454920856334495,    9.53837024730994,    1.6,    0.048454920856334495
1.7,    0.04845466367805914,    9.538319621665185,    1.7,    0.04845466367805914
1.8,    0.04845441761094899,    9.538271183257676,    1.8,    0.04845441761094899
1.9,    0.04845416434425806,    9.538221327609854,    1.9,    0.04845416434425806
2.0,    0.04845391490993693,    9.538172226365537,    2.0,    0.04845391490993693
2.1,    0.04845366393465552,    9.538122821782583,    2.1,    0.04845366393465552
2.2,    0.04845341249767087,    9.538073326313164,    2.2,    0.04845341249767087
2.3,    0.04845316274546595,    9.538024162493295,    2.3,    0.04845316274546595
2.4,    0.04845291020457278,    9.53797444971905,    2.4,    0.04845291020457278
2.5,    0.04845266098824429,    9.53792539138667,    2.5,    0.04845266098824429
2.6,    0.048452407916613295,    9.537875574136475,    2.6,    0.048452407916613295
2.7,    0.0484521588138778,    9.537826538164921,    2.7,    0.0484521588138778
2.8,    0.048451905564503905,    9.537776685925966,    2.8,    0.048451905564503905
2.9,    0.048451656330242954,    9.537727624063573,    2.9,    0.048451656330242954
3.0,    0.048451403107066165,    9.537677776981528,    3.0,    0.048451403107066165
3.1,    0.04845115361221672,    9.537628663822188,    3.1,    0.04845115361221672
3.2,    0.0484509005227918,    9.537578843069252,    3.2,    0.0484509005227918
3.3,    0.04845065071226364,    9.537529667768434,    3.3,    0.04845065071226364
3.4,    0.0484503978023071,    9.537479882343916,    3.4,    0.0484503978023071
3.5,    0.048450147666784245,    9.537430643067765,    3.5,    0.048450147666784245
3.6,    0.04844989494546592,    9.537380894776755,    3.6,    0.04844989494546592
3.7,    0.04844964450238783,    9.537331594958234,    3.7,    0.04844964450238783
3.8,    0.048449391957414684,    9.537281881380842,    3.8,    0.048449391957414684
3.9,    0.04844914123886289,    9.537232527335213,    3.9,    0.04844914123886289
4.0,    0.04844888884639915,    9.537182843779359,    4.0,    0.04844888884639915
4.1,    0.04844863788670304,    9.537133442264377,    4.1,    0.04844863788670304
4.2,    0.04844838562064915,    9.537083783592351,    4.2,    0.04844838562064915
4.3,    0.048448134457055286,    9.537034341940016,    4.3,    0.048448134457055286
4.4,    0.04844788229114667,    9.536984702981627,    4.4,    0.04844788229114667
4.5,    0.04844763095637306,    9.536935227632492,    4.5,    0.04844763095637306
4.6,    0.0484473788655627,    9.536885603457224,    4.6,    0.0484473788655627
4.7,    0.048447127390179284,    9.536836100428992,    4.7,    0.048447127390179284
4.8,    0.04844687535349146,    9.536786486907767,    4.8,    0.04844687535349146
4.9,    0.04844662376348749,    9.536736961316434,    4.9,    0.04844662376348749
5.0,    0.0484463717635031,    9.536687355020295,    5.0,    0.0484463717635031
5.1,    0.04844612008080894,    9.536637811182862,    5.1,    0.04844612008080894
5.2,    0.04844586810219935,    9.53658820909436,    5.2,    0.04844586810219935
5.3,    0.04844561634395249,    9.536538650384347,    5.3,    0.04844561634395249
5.4,    0.048445364377118265,    9.536489050613831,    5.4,    0.048445364377118265
5.5,    0.048445112557783734,    9.536439479878688,    5.5,    0.048445112557783734
5.6,    0.04844486059311272,    9.536389880534,    5.6,    0.04844486059311272
5.7,    0.04844460872346649,    9.536340299894977,    5.7,    0.04844460872346649
5.8,    0.048444356755021845,    9.536290699807449,    5.8,    0.048444356755021845
5.9,    0.0484441048456798,    9.53624111135429,    5.9,    0.0484441048456798
6.0,    0.04844385286970247,    9.53619150978395,    6.0,    0.04844385286970247
6.1,    0.04844360092516384,    9.53614191440233,    6.1,    0.04844360092516384
6.2,    0.04844334893776709,    9.536092310584072,    6.2,    0.04844334893776709
6.3,    0.04844309696483835,    9.536042709613849,    6.3,    0.04844309696483835
6.4,    0.048442844965436466,    9.535993103432375,    6.4,    0.048442844965436466
6.5,    0.04844259296931563,    9.535943497896776,    6.5,    0.04844259296931563
6.6,    0.04844234095514993,    9.53589388880904,    6.6,    0.04844234095514993
6.7,    0.048442088937798396,    9.535844279094173,    6.7,    0.048442088937798396
6.8,    0.04844183690985852,    9.535794667294983,    6.8,    0.04844183690985852
6.9,    0.048441584874203934,    9.535745053977152,    6.9,    0.048441584874203934
7.0,    0.04844133283207324,    9.535695439384495,    7.0,    0.04844133283207324
7.1,    0.048441080780173,    9.5356458228687,    7.1,    0.048441080780173
