# Hobyah source file, "ok-041-risetime-verification.txt"
# Timestamp & user, "19:55 on 6 Aug 2024 by ecb"
# Project number, "4"
# Project name, "Hobyah documentation images"
# Project description, "Files that generate images used in the documentation"
# 127th line, transient vcold  slug+ve 101-1b       lt:=1 lw:=1 "{/*0.8Forwards airflow, incompressible calc}"
# Data file name, "ok-041-risetime-verification-p1-g1-c2.txt"
#
# SES transient QA
# Name of binary, "SES-067-sectype-changes-pos.sbn"
# SES file, "SES-067-sectype-changes-pos.ses"
# SES header, "SES VER 4.10           SES v4.1 file with a tunnel and a jet fan that mimics fixed pressure.            PAGE:     1"
# SES footer, "FILE: SES-067-sectype-changes-pos.ses                                         SIMULATION TIME: 21 JUL 2024 14:59:39"
# Program, SES 4.10
# Date created, "15:00 on 21 Jul 2024 by ecb"
# Property plotted, vcold
# Property description, cold air velocity
# Original locator, 101-1b
# Modified locator, 101-1b
# Segment description, 
#
#
# X conversion key, null, 1.0
# Y conversion key, "speed1", converting m/s to FPM by dividing by 0.00508.
# Auto key, Cold air velocity at subpoint 101-1b
# Key used, '"{/*0.8Forwards airflow, incompressible calc}"'
# Multiplier on the X axis (applied first), 1.0
# Offset added to the X axis (applied second), 0.0
# Multiplier on the Y axis (applied first), 1.0
# Offset added to the Y axis (applied second), 0.0
# X value at which data starts being plotted, -inf
# X value at which data stops being plotted, inf
Time,  Value,  Value,  Plot time,  Plot value
 (s) ,  (m/s),  (FPM),     (s)   ,   (m/s)
0.0,    0.0,    0.0,    0.0,    0.0
1.0,    0.010929463798848833,    2.1514692517418963,    1.0,    0.010929463798848833
2.0,    0.02204359890942139,    4.339291123901848,    2.0,    0.02204359890942139
3.0,    0.03315568211653034,    6.526709078057153,    3.0,    0.03315568211653034
4.0,    0.04426571342017571,    8.713723114207816,    4.0,    0.04426571342017571
5.0,    0.05537215389275976,    10.900030293850346,    5.0,    0.05537215389275976
6.0,    0.06647500353428254,    13.085630616984751,    6.0,    0.06647500353428254
7.0,    0.07757272341714631,    15.270221145107541,    7.0,    0.07757272341714631
8.0,    0.0886653135413511,    17.45380187821872,    8.0,    0.0886653135413511
9.0,    0.0997512349792992,    19.6360698778148,    9.0,    0.0997512349792992
10.0,    0.1108304877309906,    21.817025143895787,    10.0,    0.1108304877309906
11.0,    0.12190153286882761,    23.99636473795819,    11.0,    0.12190153286882761
12.0,    0.13296385741694436,    26.173987680500858,    12.0,    0.13296385741694436
13.0,    0.1440169483994749,    28.349792992022618,    13.0,    0.1440169483994749
14.0,    0.15506029284055337,    30.523679693022313,    14.0,    0.15506029284055337
15.0,    0.16609235181258206,    32.69534484499646,    15.0,    0.16609235181258206
16.0,    0.17711261233969502,    34.8646874684439,    16.0,    0.17711261233969502
17.0,    0.18812056144602646,    37.03160658386347,    17.0,    0.18812056144602646
18.0,    0.1991156861557104,    39.196001211754016,    18.0,    0.1991156861557104
19.0,    0.21009644754114914,    41.357568413612036,    19.0,    0.21009644754114914
20.0,    0.2210628456023427,    43.51630818943754,    20.0,    0.2210628456023427
21.0,    0.2320138543875593,    45.672018580228205,    21.0,    0.2320138543875593
22.0,    0.24294896092093304,    47.82459860648288,    22.0,    0.24294896092093304
23.0,    0.25386713925073207,    49.973846309199224,    23.0,    0.25386713925073207
24.0,    0.26476736342522467,    52.119559729374934,    24.0,    0.26476736342522467
25.0,    0.2756496334444108,    54.261738867009996,    25.0,    0.2756496334444108
26.0,    0.2865129233565586,    56.40018176310208,    26.0,    0.2865129233565586
27.0,    0.2973567201858023,    58.534787438150055,    27.0,    0.2973567201858023
28.0,    0.30817999798040996,    60.665353933151565,    28.0,    0.30817999798040996
29.0,    0.3189822437645158,    62.791780268605464,    29.0,    0.3189822437645158
30.0,    0.3297624315863879,    64.91386448550942,    30.0,    0.3297624315863879
31.0,    0.34052004847016054,    67.03150560436231,    31.0,    0.34052004847016054
32.0,    0.3512550944158335,    69.14470362516407,    32.0,    0.3512550944158335
33.0,    0.36196603049580933,    71.25315560941128,    33.0,    0.36196603049580933
34.0,    0.3726523437342219,    73.35676057760273,    34.0,    0.3726523437342219
35.0,    0.38331352115520545,    75.45541755023729,    35.0,    0.38331352115520545
36.0,    0.3939490497828941,    77.54902554781378,    36.0,    0.3939490497828941
37.0,    0.4045579036655559,    79.6373826113299,    37.0,    0.4045579036655559
38.0,    0.415140082803191,    81.72048874078563,    38.0,    0.415140082803191
39.0,    0.4256940482682015,    83.79804099767746,    39.0,    0.4256940482682015
40.0,    0.43621980006058775,    85.87003938200546,    40.0,    0.43621980006058775
41.0,    0.44671682520448347,    87.93638291426839,    41.0,    0.44671682520448347
42.0,    0.4571840977481571,    89.996869635464,    42.0,    0.4571840977481571
43.0,    0.4676211047157427,    92.05139856609108,    43.0,    0.4676211047157427
44.0,    0.4780273331313743,    94.09986872664848,    44.0,    0.4780273331313743
45.0,    0.4884022700191861,    96.14217913763505,    45.0,    0.4884022700191861
46.0,    0.49874488942744627,    98.17812784004848,    46.0,    0.49874488942744627
47.0,    0.5090557043320206,    100.20781581338989,    47.0,    0.5090557043320206
48.0,    0.5193326628294456,    102.23083913965463,    48.0,    0.5193326628294456
49.0,    0.529576790871453,    104.24739977784508,    49.0,    0.529576790871453
50.0,    0.5397860365545794,    106.25709380995656,    50.0,    0.5397860365545794
51.0,    0.5499609128546905,    108.26002221549025,    51.0,    0.5499609128546905
52.0,    0.5601003938200545,    110.25598303544379,    52.0,    0.5601003938200545
53.0,    0.5702039664748056,    112.24487529031606,    53.0,    0.5702039664748056
54.0,    0.5802716308189437,    114.22669898010703,    54.0,    0.5802716308189437
55.0,    0.5903018479248712,    116.20115116631321,    55.0,    0.5903018479248712
56.0,    0.6002951307684541,    118.16833282843584,    56.0,    0.6002951307684541
57.0,    0.6102509663738261,    120.12814298697364,    57.0,    0.6102509663738261
58.0,    0.6201683287892558,    122.08037968292436,    58.0,    0.6201683287892558
59.0,    0.630046705038877,    124.02494193678682,    59.0,    0.630046705038877
60.0,    0.6398860951226901,    125.96182974856104,    60.0,    0.6398860951226901
61.0,    0.649685473088963,    127.89084115924467,    61.0,    0.649685473088963
62.0,    0.6594448389376957,    129.81197616883773,    62.0,    0.6594448389376957
63.0,    0.6691641926688883,    131.7252347773402,    63.0,    0.6691641926688883
64.0,    0.6788419953549429,    133.6303140462486,    64.0,    0.6788419953549429
65.0,    0.6884787599717258,    135.52731495506413,    65.0,    0.6884787599717258
66.0,    0.6980739735433706,    137.41613652428555,    66.0,    0.6980739735433706
67.0,    0.7076266101181459,    139.2965767949106,    67.0,    0.7076266101181459
68.0,    0.7171366696960516,    141.16863576693927,    68.0,    0.7171366696960516
69.0,    0.7266041522770877,    143.03231344037158,    69.0,    0.7266041522770877
